,title,director,stars,genre,release_date,company
7085,Timeless Passion,"{""Desmond Elliot""}","{""Val Agwulonu"",""Uche Alexmoore"",""Monalisa Chinda"",""Ify Chukwu"",""Jacob David"",""Uru Eke"",""Desmond Elliot"",""Temisan Etsede"",""Chelsea Eze"",""Anne Inyang"",""Edozie Iwunoh"",""Hosanna Jacob"",""Uche Jombo"",""Ansa Kpokpogri"",""Issa Mohamed"",""Ada Nne"",""Ramsey Nouah"",""Whoba Ogo""}",{Drama},2011-09-01,"{""Royal Arts Academy""}"
7086,Living with Death 2,"{""Moses Ebere""}","{""Pete Edochie"",""Ngozi Ezeonu"",""Ifeanyi Ezeokeke"",""Amaka Ezec"",""Onochie Ifeobu"",""Onyeka Udehi"",""Charles Okafor"",""Nnamdi Igwe Onwu"",""Ifeanyi Odikaesieme"",""Jeff Obavor"",""Obi Dike"",""Steve Oboh"",""Rita Edochie"",""Jossy Onuzuluike"",""Chimdi Chiama"",""Obi Emelife"",""Nick Eleh"",""Genesis Uchendu""}",{Drama},2006-10-01,"{""Great King Productions"",""Joe Chris Entertainment""}"
7087,Four Forty,"{""Emeka Nwosu""}","{""Charles Awurum"",""Okey Bakasi"",""David Ihesie"",""Camilla Mberekpe"",""John Okafor"",""Josephine Paul""}",{Comedy},2006-03-01,"{""Sheborn Productions""}"
7088,Close Friends,"{""Aniedi Awah Noba""}","{""Esther Audu"",""Anih Jennifer Ebere"",""Obinna Eze"",""Dolapo Gregory Azeez"",""Josephine Nwaghanata"",""Cassandra Odita"",""Wale Ojo"",""Henry Vincent""}",{Drama},2019-06-01,"{""Bold Step Pictures""}"
7089,I Believe in You,"{""Reginald Ebere""}","{""Rita Dominic"",""Richard Mofe-Damijo"",""Oge Okoye"",""J.T. Tom West""}","{Drama,Romance}",2004-10-01,"{""Oakfil Productions""}"
7090,Once Upon A Perfect Murder,"{""Assumpta Audu""}","{""Akorede Ajayi"",""Kuchi Chris"",""Riyo David"",""Chukwufumnanya Ochei""}","{Short,Drama,Horror}",2021-04-01,"{""Auteur Heritage Studios""}"
7091,Agony of a Sister,"{""Ugezu J. Ugezu""}","{""Ngozi Ezeonu"",""Queen Nwokoye"",""Daniel K. Daniel"",""Sam Obiagi"",""Chinenye Ubah"",""Amaechi Anaekwe"",""Betty Bellor""}",{Drama},2018-05-01,"{""Presstora Production""}"
7092,Cry of a Witch,"{""Chidi Chijioke""}","{""Chiwetalu Agu"",""Chizzy Alichi"",""Chidi Chijioke"",""Mike Godson"",""Adamma Luke"",""Zubby Michael"",""Amaechi Muonagor"",""Patience Ozokwor"",""Patience Umeh"",""Uzo Umeh""}",{Drama},2013-03-01,"{""Onye Eze Holding Production""}"
7093,Once Upon a Broken Heart,"{""Emeka Madu""}","{""Daniel Abua"",""Tana Adelana"",""Joy Ebuka"",""Nwuko Nnennaya"",""Nuga Olusola"",""William Sky"",""Stella Udeze"",""Emmanuel Udochukwu"",""Okey Uzoeshi""}",{Drama},2022-08-01,"{""Summertime Pictures""}"
7095,Explosion 2: Now or Never,"{""Teco Benson""}","{""Chiege Alisigwe"",""Obi Okoli"",""Kenneth Okonkwo"",""Emeka Okoro""}",{Action},2006-10-01,"{""TFP Global Network""}"
7096,Adini,"{""Gabriel Jah""}","{Alaberry,""Rita Edochie"",""John Fashanu"",""Samirah Fashina"",""Tokunbor Idowu"",""Gift Igah"",""Browny Igboegwu"",""Jennifer Martins"",""Emmanuella Nwakuba"",""Ralph Okechukwu"",""Dennis Okike""}",{Adventure},2021-12-01,{Geenation}
7097,Sham to Glam,"{""Akin-Tijani Balogun""}","{""Nana Abdulmalik"",""Bimbo Ademoye"",""Ajakaya Aliyah"",""Monsuru Amodu"",""Abbey Awobimpe"",""Victoria Egbuchere"",""Kerry Nnamdi"",""Chioma Nwosu"",""Chris Okagbue"",""Sandra Okunzuwa"",""Ada Onuchukwu"",""Kingsley Fresh Onyenma"",""Udezeh Ugonna""}","{Comedy,Romance}",2022-10-01,"{""Mazinni Pictures"",""Rok Studios""}"
7098,Deadly Kiss 2,"{""Chico Ejiro""}","{""Jim Iyke"",""Eucharia Anunobi Ekwu"",""Peter Bunor"",""Caroline Danjuma"",""Lulu Chunu"",Lee-Ray,""Ita Asuquo"",""Chris Okeoma"",""Festus Tema Eluromma"",""Austin Ucheatu"",""Ejiro Adja"",""Stella Ahanonu"",""Vivian Ibe"",""Taiwo Fagbemi"",""Emma Badejo"",""Patrick Omoh"",""Christopher Ita""}",{Thriller},2004-06-01,"{""Grand Touch Pictures""}"
7100,Kanebi,"{""Anosike Kingsley Orji""}","{""Henry Anyanwu"",""Caz Chidiebere"",""Eve Esin"",""Etinosa Idemudia"",""Ugo Doris Igwe"",""Jane Obi"",""Florence Owanta"",""Aristotle Arinze Uzochukwu""}",{Drama},2021-01-01,"{""Caz Productions"",""Rok Studios""}"
7101,The Score,"{""Saidi Balogun"",""Eniola Olaniyan""}","{""Gabriel Afolayan"",""Olumide Bakare"",""Saidi Balogun"",""Shaffy Bello"",""Eniola Olaniyan""}",{Crime},2012-03-01,"{""Broadway Films""}"
7102,Engagement Night,"{""Ernest Obi""}","{""Darlene Benson-Cobham"",""Stella Damasus"",""Richard Mofe-Damijo""}",{Drama},2004-02-01,"{""Hallmark Films Ltd.""}"
7103,The Barrister 2,"{""Afam Okereke""}","{""Nkem Owoh"",""Ekwi Onwudiwe"",""Gadiel Onwudiwe"",""Louisa Nwobodo"",""Charles Awurum""}",{Comedy},2006-07-01,"{""Ossy Affason Production""}"
7104,Cursed Gift,"{""Goodnews Erico Isika""}","{""Ujunwa Aninneji"",""Maureen O. Asogwa"",""Adaeze Chiegbu"",""Sachi Ejeagwu"",""Eve Esin"",""Stanley Igboanugo"",""Frances Nsonwu Ikoroha"",""Amaka Judith"",""Amadi Magnus"",""Phil Nwagbo"",""Freeman Okafor"",""Ifeoma Ononiwu"",""Spider Osuji"",""Patience Umeh""}",{Drama},2021-12-01,"{""Magic Movies Production"",""Rok Studios""}"
7105,De Wedding Gift,"{""Emmanuel Unegbu""}","{""Esther Audu"",""Shaffy Bello"",""Blossom Chukwujekwu"",""Iretiola Doyle"",""Victoria Laz"",""Precious Linus"",""Stanley Nweze"",""Peace Onuoha"",""Broda Shaggi""}","{Comedy,Drama}",2021-09-01,"{""HES Productions""}"
7106,Àbíkú,"{""Rafiu Olaitan Aliu""}","{""Bello Ayanbusola""}","{Short,Drama}",2022-11-01,"{""Koft TV""}"
7107,More Than Friends,"{""Rukky Sanda""}","{""Venita Akpofure"",""Tarek Allaf"",""Deola Bakre"",""John Dumelo"",""Ekene Ezeli"",""Michelle Henrich"",""Garland Isaac"",""Daniel Lloyd"",""Emily Nelson"",""Thelma O'Khaz"",""Ifeoma Obinnaka"",""Ifeoma Obioma"",""Iyasare Omar"",""Ajobiewe Peter"",""Glory Samson"",""Rukky Sanda""}","{Comedy,Romance}",2013-12-01,"{""Rukky Sanda Studios""}"
7108,Under Control 2,"{""Nonso Ekene Okonkwo""}","{""Chidi Benco"",""Bekinbo Briggs"",""Nonso Diobi"",""Gentle Jack"",""Abraham Nwodo"",""Elvis Obi"",""Emma Odele"",""Mercy Johnson Okojie""}",{Drama},2006-05-01,"{""Golden Movies"",""Sun Production""}"
7110,Forest of Promises,"{""Tchidi Chikere""}","{""Somadina Adinma"",""Stan K. Amandi"",""Mike Ezuruonye"",""Charles Okafor"",""Mercy Johnson Okojie"",""Obi Okoli""}",{Drama},2008-06-01,"{""Reemmy Jes Production (RJP)""}"
7112,The Lobby Girl,"{""Stanley Obi""}","{""Pavel Agboire"",""Tobi Alfred"",""Norbert Asikhia"",""Sam Chukwunenye"",""Atansey Ifeanyi"",""Emmanuel Inyang"",""Okey Jude"",""Kingsley Knight"",""Udoji Michael"",""Maryjane Ogu"",""Kamsi Okorie"",""Benjamin Onwume"",""Esomchi Sophy Rolland"",""Ifeoma Ezigwe Sylvia"",""Ngozi Udenna"",""Chinenye Ulaegbu""}",{Drama},2021-09-01,"{""Rok Studios""}"
7113,She 3: You Must Obey,"{""Andy Chukwu""}","{""Fred Amata"",""Ngozi Ezeonu"",""Kate Henshaw-Nuttal"",""Ramsey Nouah"",""Tony Umez""}",{Drama},2006-05-01,"{""O.J. Production""}"
7114,Over Heat 2,"{""Kalu Anya""}","{""Charles Inojie"",""Sam Loco Efe"",""Uche Ogbodo"",""John Okafor""}",{Comedy},2006-09-01,"{""Video-Filed International""}"
7115,The Other Me,"{""Tomi Adesina""}","{""Taiwo Adeboboye"",""Tolu Adesina"",""Michael Tayo Babalola"",""Evergreen Ojo-Solomon"",""Adebukola Oladipupo"",""Shola Olawehinmi""}","{Short,Drama}",2016-09-01,"{""BlueHouse Films""}"
7116,A Sweet Stench,"{""Aniedi Awah Noba""}","{""Mayowa Aderoju"",""Rebecca Amushie"",""Tessy Dickson"",""Chelsea Eze"",""Sandra Ifudu"",""Chidi Innocent"",""Jimmy Odukoya"",""Ifunanya Ogbunobi"",""Adeyinka Ogunjimi""}",{Drama},2022-02-01,"{""Noba Studios""}"
7117,Irepodun,"{""Oluwole Adedeji""}","{""Oluwole Adedeji"",""Mutiu Adeoye"",""Kunle Adetokunbo"",""Toyin Adewale"",""Kunle Afod"",""Enitan Baker"",""Fathia Balogun"",""Taiwo Hassan"",""Yomi King"",""Ayo Mogaji"",""Olaide Olabanji"",""Akinyemi Olaiya"",""Kayode Olasehinde"",""Samuel Olasehinde"",""Idowu Philips"",""Yinka Quadri"",""Kunle Ramon"",""Murphy Ray Eyiwuni""}",{Drama},2002-01-01,"{""Boye Ventures""}"
7120,A frenzy of emotions,"{""Omoruyi Wallz Efosa""}","{""Victoria Ogechi Alozie"",""Emma Ayalogu"",""Jennifer Eliogu"",""Bryan Emmanuel"",""Kanayo O. Kanayo"",""Chiamaka Obi-Emelonye"",""Chioma Okafor"",""Miwa Olorunfemi""}",{Drama},2022-08-01,{Moreplex}
7121,No Man's Land 2,"{""Iyke Odife""}","{""Chiwetalu Agu"",""Jim Iyke"",""Leo Mezie"",""Nuella Njubigbo"",""Benson Okonkwo""}",{Drama},2009-03-01,"{""Kensimon Production"",""Ruling Movies""}"
7122,Accursed,"{""Emeka Bishop Nwabunze""}","{""Ann Anieke"",""Esther Audu"",""Adaeze Chiegbu"",""Rita Edochie"",""Georgina Ibeh"",""Oge Jude"",""Olu Kizzy Michael"",""Emmanuel Ndu"",""Prince Nwafor"",""Chioma Nwosu"",""Boniface Ogbonnaya"",""Kyce Ude"",""Aristotle Arinze Uzochukwu""}",{Drama},2021-09-01,"{""Rok Studios""}"
7123,Traumatised 2,"{""Lancelot Oduwa Imasuen""}","{""Chioma Chukwuka Akpotha"",""Yemi Blaq"",""Ini Edo"",""Desmond Elliot"",""Justus Esiri""}",{Drama},2006-06-01,"{""Reemmy Jes Production (RJP)""}"
7124,Love and Poverty,"{""Emeka Shot It""}","{""Hamza Abdullah"",""Princess Duene Duene"",""Mariam Jimoh"",""Adama Joseph"",""Emmy Williams""}",{Action},2020-07-01,"{""Razzi Films""}"
7125,Captain,"{""Ikechukwu Onyeka""}","{""Fabian Adibe"",""Stephen Ahanaonu"",""Michael Goulain"",""John Okafor"",""Nkem Owoh""}",{Drama},2006-07-01,"{""Kas-Vid International""}"
7126,Club,"{""Imoh Umoren""}","{""Baaj Adebule"",""Imoudu Ayonote"",""Saidi Balogun"",""Nancy Isime"",""Nonso Kalango"",""Marvis Nkoprnwi"",""Gideon Okeke"",""Brutus Richard"",""Kelechi Udegbe""}",{Drama},2020-06-01,"{""Ibaka TV""}"
7127,Royal War 2,"{""Prince Emeka Ani""}","{""Enebeli Elebuwa"",""Ini Edo"",""Van Vicker"",""Ernest Asuzu"",""Gadiel Onwudiwe"",""Ugezu J. Ugezu"",""Rita Arum"",""Agbogidi Clemson Cornell"",""Rachael Okonkwo"",""Nuella Njubigbo"",""Eve Esin"",""Nkechi Angel Nweje"",""Okwudili Oguegbu"",""Tessy Oragwa"",""Abraham Madubuko"",""Chidubem Ineka"",""Chinedu Ike"",""Linus Aniamalu""}",{Drama},2009-10-01,"{""De-Kings Production""}"
7128,We Are One,"{""John Uche""}","{""Remi Abiola"",""Annette Adoghe"",""Kate Alakpa"",""Frank Ani"",""Stella Awude"",""Darlene Benson-Cobham"",""Jennifer Bobby"",""Stella Damasus"",""George Davidson"",""Ifeoma Emenyonu"",""Ayo Emmanuel"",""Justus Esiri"",""Eddie Essang"",""Roseline Ezioma"",""Jim Iyke"",""St. Maradona M. Johnson"",""Festus Maduchere"",""Genevieve Nnaji""}",{Drama},2004-07-01,"{""Jem Productions""}"
7129,Eni,"{""Ashvin Meshram""}","{""Ayobami Adeboyejo"",""Sandra Iroegbu"",""Amina Ndim"",""Victoria Osumah"",""Ijeoma Peters""}",{Romance},2018-06-01,{Rosetwin}
7130,The Prank Movie Human Parts Saga,{McMakopolo},"{""Akindoju April"",""Tersoo Doris"",""Chigan Madu"",""Dan Makarie"",McMakopolo,""Mister Wales""}",{Comedy},2021-04-01,"{""Pinnacle Film Distribution""}"
7132,Unprotected,"{""Stanlee Ohikhuare""}","{""Bimbo Ademoye"",""Blessing Ambrose"",""Paul Dike Chioma"",""Daniel O. David"",""Erick Didie"",""Nathan Kingsley"",""Femilee Olawuyi"",""Kiki Omeili""}","{Short,Drama}",2016-05-01,"{""Mighty Jot Studios"",""The Kixstar Entertainment Company""}"
7133,Domino Effect,"{""Freddie George""}","{""Deyemi Okanlawon"",""Chika Ike"",""Ngozi Nwosu"",""Freddie George"",""Omowunmi Dada"",""Christian Paul""}",{Thriller},2023-11-01,"{""Freddie George Studios""}"
7134,Green,"{""Paul Akalonu""}","{""Okpata Henry"",""Okeke Mesoma"",""Princewill Odinakachukwu""}","{Short,Drama}",2021-05-01,"{""Dream Network Studios""}"
7135,The Wrong Guest,"{""Tissy Nnachi""}","{""Esther Audu"",""Alexx Ekubo"",""Lilian Esoro"",""Shirley Igwe"",""Tissy Nnachi"",""Dennis Okike""}",{Drama},2017-05-01,"{""Az-Don Entertainment""}"
7137,Edunjobi 2,"{""Abiodun Olanrewaju""}","{""Muyiwa Ademola"",""Funso Adeolu"",""Funke Akindele"",""Taiwo Akinwande"",""Taiwo Hassan"",""Jide Kosoko"",""Akinyemi Olaiya"",""Yinka Quadri""}",{Drama},2007-11-01,"{""Yinka Quadri Productions""}"
7138,Harvest of Spite,"{""Chidi Chijioke""}","{""Hilda Ama Braso"",""Jackie Appiah"",""Uche Ben"",""Rita Edochie"",""Oge Eze"",""Georgina Ibeh"",""Francis Njoba"",""Godwin Nnadiekwe"",""Chinenye Nnebe"",""Freeman Obi"",""Jude Onyegiri""}",{Drama},2022-11-01,"{""One and Two Film Production"",""Rok Studios""}"
7139,Ordinary Fellows,"{""Ikenna Aniekwe"",""Lorenzo Menakaya""}","{""Wale Ojo"",""Somadina Adinma"",""Oluchi Amajuoyi"",""Chiwetalu Agu"",""Ken Erics"",""Ezinna Offor"",""Chen Emmanuel"",""Martins Neboh"",""Diamond Okoh"",""Nnamdi Agbo"",""Uzoamaka Onuoha"",""Vivian Nwabueze"",""Nnamdi Kanaga""}",{Drama},2019-08-01,"{""The Lorenzo Menakaya Company"",""HOVA Africa""}"
7140,Clueless,"{""Desmond Elliot""}","{""Tunji Aderibigbe"",""Adewunmi Adeyinka"",""Stacy Akpomudje"",""Dorcas Amos"",""Amanda Chukwu"",""Zara Chukwu"",""Blossom Chukwujekwu"",""Uru Eke"",""Desmond Elliot"",""Mike Godson"",""Uti Nwachukwu"",""Blessing Jessica Obasi-Nze"",""Jumoke Ogunleye"",""Iyabo Ojo"",""Abiola Popoola"",""Funmi Saddam"",""Rotimi Salami"",""Zainab Sheriff""}",{Drama},2015-07-01,"{""Desparanza Media""}"
7142,The Moles,"{""Uche Chukwu""}","{""Baaj Adebule"",""Sophie Alakija"",""Iyke Michael"",""Chioma Nwosu"",""Chris Okagbue""}",{Drama},2019-08-01,"{""SMAT Media""}"
7143,Squad Twenty-Three 2,"{""Tarila Thompson""}","{""Ejike Asiegbu"",""Liz Benson"",""George Davidson"",""Femi Durojaiye"",""Enebeli Elebuwa"",""Gentle Jack"",""Saint Obi"",""Emeka Ojukwu"",""Ireti Osayemi""}","{Action,Drama}",2005-07-01,"{""Ossy Affason Production""}"
7144,A Handsome Mind,"{""Emmanuel Igbekele""}","{""Olabimpe Abaniwonda"",""Baaj Adebule"",""Ebuka David"",""Adeyiga Olaide""}","{Short,Drama}",2021-02-01,"{""Tajwonda Studios""}"
7145,House of Doom,"{""Michael Jaja""}","{""Nonso Diobi"",""Mike Ezuruonye"",""Chude Ikemefuna"",""Uche Jombo"",""Louisa Nwobodo"",""Okwudili Oguegbu"",""Uche Ojerahi"",""Best Omodia"",""Gadiel Onwudiwe"",""Zack Orji"",""Jude Oteka"",""Adaora Ukoh""}",{Drama},2007-05-01,"{""Great Future Production Company""}"
7146,MTV Shuga Naija: The After Show,"{""Goetz Werner""}","{""Ruby Akubueze"",""Timini Egbuson"",""Sharon Jatto"",""Moc Madu"",""Helena Nelson"",""Tomiwa Tegbe""}","{Short,Reality-TV}",2019-12-01,"{""MTV Staying Alive Foundation""}"
7147,Stolen,"{""Emeka Madu""}","{""Chigozie Atuanya"",""Charity Awoke"",""Eve Esin"",""Mary Igwe"",""Obi Okoli"",""Charity Onah""}",{Drama},2019-02-01,"{""Oakfil Productions"",""Rok Studios""}"
7148,The Broken Shield,"{""Izu Ojukwu""}","{""Ngozi Ezeonu"",""Alex Usifo Omiagbo"",""Patience Ozokwor"",""Tony Umez""}",{Drama},2006-04-01,"{""Mauri Production""}"
7149,Surprise Wedding,"{""Chris Eneaji Eneng""}","{""Ayo Adesanya Hassan"",""Lucy Ameh"",""Chinenye Chukwudi"",""Flaw Daniels"",""Mike Durueke"",""Nazo Ekezie"",""Joy Johnson"",""Emeka Madu"",""Joseph Momodu"",""Bolaji Ogunmola"",""Tope Olowoniyan"",""Rachel Oniga"",""Kunle Remi"",""Emem Ufot""}",{Romance},2017-09-01,"{""WH Productions""}"
7150,Dangerous Blood 2,"{""Ernest Obi""}","{""Fabian Adibe"",""Ebube Nwagbo"",""Ernest Obi"",""Patience Ozokwor""}",{Drama},2005-01-01,"{""Sunec Movies""}"
7151,Government House 2,"{""Afam Okereke""}","{""King Joe Okechukwu"",""Kenneth Okonkwo"",""Onyeka Onwenu"",""Chinyere Wilfred""}",{Drama},2004-03-01,"{""Ulzee Nigeria Ltd.""}"
7152,Love Oh! Love,"{""John Uche""}","{""Enebeli Elebuwa"",""Justus Esiri"",""Jide Kosoko"",""Charles Okafor"",""Alex Usifo Omiagbo""}","{Drama,Romance}",2003-03-01,"{""Freeman International""}"
7153,Duke and Dami,"{""Ozioma B. Nwughala""}","{""Tessy Brown"",""Eso Dike"",""Pere Egbi"",""Derby Frankson"",""Seleye Fubara"",""Prince Kalu""}","{Drama,Romance}",2021-10-01,"{""Rok Studios""}"
7154,Homeless Home,"{""Saheed Apanpa""}","{""David Akwari"",""Nkechi Blessing"",""Femi Branch"",""Kemigisha Harriet"",""Mary Lazarus"",""Anthony Monjaro""}",{Drama},2019-08-01,"{""Apanpa Pictures Media""}"
7155,From a Distance,"{""Emem Isong""}","{""Lydia Achebe"",""Lilian Adaeze"",""Alex Ayalogu"",""Emem Inwang"",""Jerry Mudiaga"",""Christian Prince Ochiagha"",""Chioma Okafor"",""Tonia Okojie"",""Blessing Onwukwe"",""Eddie Watson""}",{Romance},2020-02-01,"{""Rok Studios""}"
7156,The Price of Love: Life Is Beautiful,"{""Chico Ejiro""}","{""Pete Edochie"",""Desmond Elliot"",""Ashley Nwosu"",""Abbey Plaatjes"",""Sola Sobowale""}",{Drama},2005-04-01,"{""Infinity Films""}"
7158,Darkest Night 2,"{""Ifeanyi Onyeabor""}","{""Prince Emeka Ani"",""Segun Arinze"",""Sam Dede"",""Kalu Ikeagwu"",""Gentle Jack"",""Uche Jombo"",""Richard Mofe-Damijo"",""Genevieve Nnaji"",""Gbenga Richards""}","{Action,Drama}",2005-05-01,"{""Reemmy Jes Production (RJP)""}"
7159,Arsenal 2,"{""Afam Okereke""}","{""Pat Attah"",""Olu Jacobs"",""Amaechi Muonagor"",""Oge Okoye""}",{Drama},2004-08-01,"{""Annex Merchandise Ltd."",""Nwafor Anayo Production""}"
7160,Ring of Deceit,"{""Andy Boyo""}","{""Segun Arinze"",""Blessing Koko Ashley"",""Grace-Charis Bassey"",""Keppy Ekpenyong-Bassey"",""Monica Friday"",""Kalu Ikeagwu"",""Ayo Mogaji"",""Amina Ndim"",""Merit Okonta"",""Eddie Watson"",""Abubakar Yakubu""}",{Drama},2021-11-01,"{""Diamond Pictures""}"
7161,Away,"{""Goodnews Erico Isika"",""Victor Onwudiwe""}","{""Nelson Iwu"",""Nancy Philip""}","{Short,Drama}",2022-10-01,"{""Keny Basil Studios""}"
7165,Olugbare,"{""Don Richard""}","{""Muyiwa Ademola"",""Funso Adeolu"",""Awofe Afolayan"",""Rafiu Balogun"",""Toyin Bello"",""Gabriel Faruk"",""Titilayo Hameed"",""Lanre Hassan"",""Modupe Johnson"",""Azeez Lukman"",""Samson Odunsi"",""Toyin Ogunlade"",""Ibukun Ogunpehin"",""Iyabo Ojo"",""Ronke Ojo"",""Bolanle Oluwadamilare"",""Suleiman Omolara"",""Idowu Philips""}",{Drama},2007-01-01,"{""Awofe Afolayan Films"",""Mercury Pictures""}"
7167,Unveil,"{""Robert Peters""}","{""Desmond Elliot"",""Olu Jacobs"",""Yvonne Jegede"",""Bolanle Ninalowo"",""Nosa Obaseki"",""Victor Olaotan"",""Rachel Oniga"",""Nosh Joseph Oshinboyejo"",""Vivian Williams""}",{Drama},2017-05-01,"{""Vivian Williams Productions""}"
7168,Heart Strokes,"{""Great Valentine Edochie""}","{""Tobechukwu Aghaebita"",""Lemuel Bawa"",""Ray Emodi"",""Ogochukwu Joshua"",""Chinenye Nnebe"",""Jennifer Obodo"",""Wendy Ubakanma"",""Sonia Uche""}",{Drama},2023-01-01,"{""Uchenna Mbunabo Films""}"
7169,Last Affair,"{""Emeka Bishop Nwabunze""}","{""Stephen Damian"",""Chelsea Eze"",""Innocenthia Ihebie"",""Bolanle Ninalowo"",""Tessy Oragwa""}",{Romance},2017-04-01,"{""Divine Touch Productions""}"
7170,Treasures of Fortune,"{""Emeka Jonathan""}","{""Ngozi Ezeonu"",""Mike Ezuruonye"",""Tonia Nwosu"",""Alex Usifo Omiagbo"",""Nkiru Sylvanus""}",{Drama},2007-06-01,"{""De-Kross Movie Production"",""Fortune Productions""}"
7171,Wounded Harmony,"{""Igunwe Alfred Otaniyuwa""}","{""Annes Anaekwe"",""Khing Bassey"",""Uche Ebere"",""Moc Madu"",""Obi Madubogwu"",""Iyke Michael"",""Chiamaka Nwokeukwu"",""Jennifer Okoye"",""Buzor Onyekwelu""}",{Drama},2015-03-01,"{""Mountainville Venture""}"
7172,Stretched Heart,"{""Chidi Chijioke""}","{""Paschaline Alex"",""Chinwe Charity"",""Rita Edochie"",""Phil Nwagu"",""Chioma Nwosu"",""Sambasa Nzeribe"",""Gentle C. Obiagwu"",""Jude Odoh"",""Emmanuel Okhakhu"",""King David Onwe"",""Chinenye Ulaegbu"",""Aristotle Arinze Uzochukwu""}",{Drama},2021-06-01,{Moreplex}
7173,Nothing But the Truth,"{""Muyiwa Aluko""}","{""Chucks Chyke"",""Mary Lazarus"",""Chioma Nwosu"",""Stan Nze"",""Kolade Shasi"",""Gbenga Titiloye""}","{Comedy,Fantasy}",2017-10-01,"{""Rok Studios"",""Watts Camera Action""}"
7174,Destinies,"{""Ugezu J. Ugezu""}","{""Uchenna Agu"",""Sam Ajas"",""Betty Bellor"",""John Chukwudi"",""Samson Dantani"",""Bishop Divine"",""Prudent Ebisike"",""Praise Gladson"",""Sam Sunny"",""Ugezu J. Ugezu""}",{Drama},2019-08-01,"{""SA Pictures""}"
7175,Three Daughters of Eli,"{""Richards Omos-Iboyi""}","{""Chiwetalu Agu"",""Nonso Diobi"",""Eve Esin"",""Yvonne Jegede"",""Priscilla Okpara""}",{Drama},2016-03-01,"{""Rok Studios""}"
7176,Customer Care,"{""Paul Frank""}","{""Adaeze Aduake"",""Nwoko Chidinma"",""Cynthia Chika Okeke"",""Nancy Isime"",""David Jones"",""Calista Nwadike"",""Omoshola Oburoh"",""Jude Odoh"",""Ik Ogbonna"",""Bolaji Ogunmola"",""Lisa Omorodion"",""Samira Ramal""}",{Drama},2021-07-01,"{""Nevada Bridge Productions""}"
7177,Fake Doctor 2,"{""Ifeanyi Ikpoenyi""}","{""Nkem Owoh"",""Halimar Abubakar"",""Kelechi Chukwu"",""Larry Ikpoenyi"",""Angela Brown Kalu"",""Ben Nwosu"",""Ngozi Nwosu"",""Kingsley Ogbonna"",""Ekene Oranyelu"",""Thomas Ugheghele""}","{Comedy,Drama}",2002-09-01,"{""Sontec Production""}"
7178,No Where to Run 2,"{""Emeka Obiakonwa""}","{""Emilia Azu"",""Ini Edo"",""Vitalis Ndubuisi"",""Patience Ozokwor"",""Tony Umez""}",{Drama},2006-10-01,"{""Dozac Global Maxima Investment""}"
7180,The Devil's Revenge,"{""Kemi Adetiba""}","{""Sola Sobowale"",""Nse Ikpe-Etim"",IllBliss,""Remilekun Reminisce Safaru"",""Efa Iwara"",""Akin Lewis"",""Taiwo Ajai-Lycett"",""Soliat Bada"",""Ekene Andrew Emueze"",""Lord Frank"",""Jide Kol"",""Titi Kuti"",""Johnpaul Oduh"",""Kingsley Ogboso"",""Chioma Omeruah"",""Israel Oyebamiji"",""Brutus Richard"",""Ndifreke Ukpong""}","{Crime,Drama}",2021-08-01,"{""Kemi Adetiba Visuals""}"
7181,2 Weeks in Lagos,"{""Kathryn Fasegha""}","{""Toyin Abraham"",""Bambo Adebowale"",""Lawal Aramide"",""Ayanlola Ayankunle"",""Shaffy Bello"",""Busola Dele Davids"",""Daniel Ezeali"",""Mawuli Gavor"",""Efe Irele"",""Tope Jegede"",""Jide Kosoko"",""Tina Mba"",""Joy Moses"",""Beverly Naya"",""Patrick Nnamani"",""Cassandra Nwadiuto"",""Bolu Ogodoh"",""Deyemi Okanlawon""}",{Romance},2021-03-01,"{""BalminGilead Movie Productions""}"
7182,Loving Rona,"{""Luke Oyovbaire""}","{""Ummi Baba-Ahmed"",""Erica Bale"",""Fiona Garba"",""Jeff Nweke"",""Gideon Okeke"",""Meg Otanwa""}",{Romance},2021-08-01,"{""Lex Sparkles Productions""}"
7183,Women at Large 2,"{""Franca Brown""}","{""Eucharia Anunobi Ekwu"",""Franca Brown"",""Emeka Enyiocha"",""Jim Iyke"",""Ndidi Obi"",""Georgina Onuoha"",""Emeka Ossai""}",{Drama},2007-12-01,"{""Ruby Diamond Pictures""}"
7185,Stubborn Doctor,"{""Theodore Anyanji""}","{""Chiwetalu Agu"",""Pete Eneh"",""Fred Leonards"",""Patience Ozokwor"",""Nkiru Sylvanus""}",{Drama},2008-03-01,"{""Emex International""}"
7186,Bullet,"{""Amayo Uzo Philips""}","{""Ada Ameh"",""Okey McAnthony"",""John Okafor""}","{Comedy,Drama}",2003-06-01,"{""Cobic Productions""}"
7187,Love in the Wrong Places,"{""Austin Nwaolie""}","{""Bimbo Ademoye"",""Seun Akindele"",""Etinosa Idemudia"",""Ben-Shalom Joshua"",""Ariyike Owolagba"",""Genny Uzoma""}",{Romance},2018-01-01,"{""Royal Arts Academy""}"
7188,Blur,"{""Emmanuel Mang Eme""}","{""Chris Akwarandu"",""Victoria Egbuchere"",""Ese Eriata"",""Ruth Kadiri"",""Bolanle Ninalowo"",""Atewe Raphael""}",{Drama},2019-07-01,"{""Rok Studios""}"
